source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
18. MSK_Rheum__MSKRheum_1.csv,Clinical,Medium,"[""knee pain"", ""rheumatology""]","Jeffrey is a 36 year old male who comes in complaining of knee pain for the past week, to the point where he is unable to walk on it. He is afebrile. You take a detailed history and find it is unremarkable aside from a chlamydia infection a few weeks prior which was managed with a stat dose of azithromycin.
What symptom is Jeffrey most likely to also have?","[""Salmon\\ncoloured plaques with silvery scale on his elbows and knees"", ""Intense\\npain on moving the knee in any direction"", ""Lower\\nback pain and stiffness"", ""Anterior\\nuveitis"", ""Unilaterally\\nswollen large big toe""]",C,Lower\nback pain and stiffness,
15. Acute Care & Emergency_Acute_Care___Emergency_1.csv,Clinical,Medium,"[""acute"", ""acute care & emergency"", ""care"", ""emergency"", ""er"", ""hyperkalaemia""]","Clarissa is a 75 year old female who is 48 hours post-total knee replacement. Her medications prior to admission included prednisolone, paracetamol, and atorvastatin. She has been given no medications since admission due to charting errors. This evening she is complaining of dizziness and drowsiness. She has vomited multiple times over the past few hours and is rapidly deteriorating. An ECG performed shows peaking of T waves and widening of the QRS interval. A measurement of serum electrolytes confirms your diagnosis.
Given the likely electrolyte abnormality in this patient, which should be started first?","[""IV Calcium Gluconate"", ""IV Insulin and Dextrose"", ""IV Potassium Chloride"", ""IV Sodium Bicarbonate"", ""Nebulised Ventolin""]",A,IV Calcium Gluconate,
16. Obstetrics & Gynaecology_Gynae_2.csv,Clinical,Easy,"[""obstetrics & gynaecology""]","A 62-year-old woman presents to the bleeding clinic complaining of a one-week history of PV bleeding. She went through her menopause when she was 51, and currently complains of vaginal dryness but no other complications. She has no other past medical history. She has no abdominal pain or discharge and has normal vital signs. Which of the following is the next most appropriate step to take for this woman?","[""Treat her with lubricants and topical vaginal oestrogen"", ""Refer her for endometrial biopsy"", ""Reassurance"", ""Refer her for transvaginal ultrasound (TVUS)"", ""Treat her with combined oral contraceptive pills""]",D,Refer her for transvaginal ultrasound (TVUS),
18. MSK_Rheum__MSKRheum_3.csv,Clinical,Medium,"[""rheumatology""]","A 30-year-old pregnant woman (33 weeks gestation) presents to her GP with gradual onset pain, numbness and tingling in her hands. The symptoms worsen when performing activities such as brushing her hair, holding the steering wheel or typing on her computer, and she complains that it is worse in her right (dominant) hand. It often causes her to wake up at night, and she has to shake her wrist for relief.
She has no significant past medical history.
Upon examination, there is weakness of the thenar muscles, and the pinprick test shows diminished sensation over the palmar aspect of the first three fingers and lateral half of the fourth.
Given her most likely diagnosis, which of the following is the most appropriate management option for symptomatic relief?","[""Exercise and mobilisation"", ""Corticosteroid injection"", ""Surgery"", ""Non steroidal anti-inflammatory drugs (NSAIDs)"", ""Diuretics""]",B,Corticosteroid injection,
7. Neurology_Neuro_2.csv,Preclinical,Hard,"[""basilar skull fracture"", ""neurology""]","A 15 year old boy presents to the emergency department a few hours after falling off the roof of his home. The patient is alert and awake. 
On examination, you find some clear fluid coming out of his nose and left ear, and on the right ear you find that the tympanic membrane has a purple hue. 
What are these findings indicative of?","[""Subarachnoid hemorrhage"", ""Basilar skull fracture"", ""Orbital fracture"", ""Nasal fracture"", ""Subdural hematoma""]",B,Basilar skull fracture,
16. Obstetrics & Gynaecology_Gynae_1.csv,Clinical,Medium,"[""obstetrics & gynaecology"", ""precocious puberty""]","Maaya is a 7 year old female. Her mother comes to your clinic with concerns that Maaya is having puberty too early. She says Maaya has developed breast tissue at the age of 5, which was followed by axillary hair growth more recently. Upon further questioning, her mother says Maaya is one of the tallest girls in her class. Examination confirms the history. Maaya has no other medical history.
If you suspect early activation of the hypothalamic-pituitary axis, what initial test would you choose to investigate Maaya?","[""Left Wrist, hand and fingers X-ray"", ""Abdominal Ultrasound"", ""MRI brain"", ""17 OH-progesterone, DHEAS, testosterone"", ""Transvaginal ultrasound""]",A,"Left Wrist, hand and fingers X-ray",
4. Respiratory_Respiratory_6.csv,Clinical,Hard,"[""respiratory""]","Anna is a 20 year old female who has been diagnosed with an inherited condition and would like to know more about its possible complications.
At birth, she had an elevated immuno-reactive trypsinogen, followed by a sweat test demonstrating a positive result. Meconium ileus was noted, and she displayed a failure to thrive, despite having a voracious appetite as an infant. Additionally, she has a chronic wet-sounding cough and chronic sinusitis.
Which of the following is not a complication she would likely have as a result of her inherited condition?","[""Increased risk of colorectal cancer"", ""Liver cirrhosis"", ""Reproductive\\n            organ abnormalities"", ""Osteoporosis"", ""Diabetes mellitus""]",C,Reproductive\n            organ abnormalities,
9. Nephrology & Urology_Nephrology___Urology_3.csv,Clinical,Hard,"[""nephrology"", ""nephrology & urology"", ""urology""]","A worried mother brought her 2-month old boy to the ED due to low-grade fever and poor feeding. He has vomited 3 times in the last 24 hours and the mother mentioned he is not interacting the same way. 
He was admitted for work-up and urine dipstick came back positive for leukocytes and nitrates. The urine culture is still pending. The Blood Cultures and FBE found no abnormality.
He was given IV gentamicin and benzylpenicillin for his UTI and his condition improved. What is the next step in management?","[""Prescribe prophylactic PO Trimethoprim"", ""DMSA prior to discharge"", ""DMSA 6 months later"", ""Ultrasound\\nof the renal tract prior to discharge"", ""Ultrasound of the renal tract 6 weeks later""]",D,Ultrasound\nof the renal tract prior to discharge,
16. Obstetrics & Gynaecology_Obstetrics_2.csv,Clinical,Easy,"[""obstetrics"", ""obstetrics & gynaecology""]","A 24 year old G1P0 presents at 12 weeks for a routine antenatal appointment. She elects the typical pregnancy symptoms, her medial surgical and obstetric history is significant only for PCOS  . She is up to date with her vaccinations and has not smoked or drank during her pregnancy. On further questioning it is revealed that she is on middle eastern decent and both her parents have type 2 diabetes . On general inspection you note her BMI is likely over 30. She has never been diagnosed with diabetes and you are concerned of her risk for developing gestational diabetes. 
Apart from routine antenatal arrangements, what is the most appropriate next step?","[""Console patient and commence misoprostol and mifepristone"", ""Perform a random blood glucose test"", ""Prescribe insulin"", ""Perform an OGTT ( oral glucose tolerance test)"", ""Inform her that she will\\nneed a cesarean delivery""]",D,Perform an OGTT ( oral glucose tolerance test),
3. Cardiology_Cardio_4.csv,Preclinical,Easy,"[""cardiology"", ""dissection""]","A 65 year old man presents to the emergency department complaining of a tearing chest pain that radiates to the back. The pain does not improve or get worse when sitting forwards or lying down. On examination the patient has decreased radial pulses and a murmur is heard in the aortic region. The patient has a history of hypertension, inflammatory bowel disease and depression. 
What is the most likely diagnosis?","[""AMI"", ""Pulmonary embolism"", ""Aortic dissection"", ""Pericarditis"", ""Ruptured abdominal aneurysm""]",C,Aortic dissection,
4. Respiratory_Respiratory_5.csv,Clinical,Easy,"[""respiratory""]","A 62 year old man presents to the Emergency Department complaining of shortness of breath. 
On history, he states that the shortness of breath has gradually gotten worse over the last 4 years. He is now unable to walk more than 50m on flat ground without feeling short of breath. He denies any syncope, sleeps on 1 pillow and his shortness of breath does not wake him up at night. He has a strong smoking history of 30 pack-years. 
On examination he uses pursed lips when breathing and has a barrel chest. Auscultation reveals an end-expiratory wheeze with a prolonged expiratory phase. There is no peripheral oedema. 
What would you expect on arterial blood gas (ABG)? Select the MOST CORRECT answer.","[""Metabolic acidosis"", ""Respiratory acidosis with metabolic compensation"", ""Respiratory acidosis"", ""Respiratory alkalosis"", ""Metabolic alkalosis""]",B,Respiratory acidosis with metabolic compensation,
9. Nephrology & Urology_Nephrology___Urology_1.csv,Clinical,Hard,"[""folate deficiency"", ""nephrology"", ""nephrology & urology"", ""urology""]","A 67 year old female patient attends her GP for a routine blood test. Her past history is significant only for recurrent UTIs for which she takes a prophylactic antibiotic. The results of her FBE are as follows:
Hb
100 g/l (120-160)
RCC
4.94 x 10^12 (4.0-5.4)
MCV
117 fL (80-96)
MCH
31.0 pg (27.0-32.0)
MCHC
35.1 g/dL (32.0-36.0)
WCC
5.1 x 10^9 (4.0-11.0)
What is the most likely cause of the abnormality found on FBE?","[""Iron Deficiency"", ""Alcoholism"", ""B12 Deficiency"", ""Folate Deficiency"", ""Hypothyroidism""]",D,Folate Deficiency,
